universidade,universidade_nome,uf,categoria,nome,palavras_chave,score,pagina,documento_titulo,url
UFRA,Universidade Federal Rural da Amazônia,PA,federal,Unidade I – CATEGORIAS DA TECNOLOGIA,"[""tecnologia""]",4,134,Projeto Pedagógico de Curso (anexo),https://letrasportugues.ufra.edu.br/images/PPC_2023_.pdf
UFRA,Universidade Federal Rural da Amazônia,PA,federal,Unidade III- Tecnologias na educação,"[""tecnologia"", ""tecnologias""]",4,134,Projeto Pedagógico de Curso (anexo),https://letrasportugues.ufra.edu.br/images/PPC_2023_.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Natureza: Optativa,"[""digital"", ""midia"", ""midias"", ""midias digitais"", ""multiletramento"", ""multiletramentos"", ""redes sociais"", ""tecnologia"", ""tecnologias"", ""tic""]",24,239,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Optativa,"[""computador"", ""educacao a distancia"", ""informatica"", ""tecnologia"", ""tecnologias"", ""tecnologias educacionais"", ""tic""]",18,220,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,CARGA HORÁRIA DE AÇÕES EXTENSIONISTAS,"[""computador"", ""educacao a distancia"", ""tecnologia"", ""tecnologias""]",12,91,PROJETO PEDAGÓGICO DE CURSO DE LICENCIATURA EM,https://ufrb.edu.br/parforequidade/images/arquivos/editais/educacao-bilingue-de-surdos/PPC_ENVIAR__DE_CURSO_DE_LICENCIATURA_EM_EDUCAO_BILNGUE_DE_SURDOS__Publicar_Site.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,CARGA HORÁRIA,"[""cibercultura"", ""midia"", ""midias""]",10,86,Ministério da Educação Universidade Federal do Recôncavo da ...,https://www2.ufrb.edu.br/letras/images/Documentos_Regulatórios_do_Curso/projeto-pedagógico-do-curso-de-licenciatura-em-letraslibras-língua-estrangeira.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,CORREQUISITO,"[""midia"", ""midias"", ""midias digitais""]",10,103,PROJETO PEDAGÓGICO DE CURSO DE LICENCIATURA EM,https://ufrb.edu.br/parforequidade/images/arquivos/editais/educacao-bilingue-de-surdos/PPC_ENVIAR__DE_CURSO_DE_LICENCIATURA_EM_EDUCAO_BILNGUE_DE_SURDOS__Publicar_Site.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Função: Específica Natureza: Obrigatória,"[""cibercultura"", ""midia"", ""midias""]",10,150,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,NATUREZA: Obrigatória FUNÇÃO: Específica TIPO: Disc iplina,"[""midia"", ""midias"", ""midias digitais""]",10,86,PROJETO PEDAGÓGICO DE CURSO DE LICENCIATURA EM,https://ufrb.edu.br/parforequidade/images/arquivos/editais/educacao-bilingue-de-surdos/PPC_ENVIAR__DE_CURSO_DE_LICENCIATURA_EM_EDUCAO_BILNGUE_DE_SURDOS__Publicar_Site.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Redes sociais e mídias digitais no ensino–aprendizagem de Língua,"[""midia"", ""midias"", ""midias digitais"", ""redes sociais""]",10,239,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,NATUREZA: Obrigatória FUNÇÃO: Específica TIPO: Dis ciplina,"[""tecnologia"", ""tecnologias""]",8,125,PROJETO PEDAGÓGICO DE CURSO DE LICENCIATURA EM,https://ufrb.edu.br/parforequidade/images/arquivos/editais/educacao-bilingue-de-surdos/PPC_ENVIAR__DE_CURSO_DE_LICENCIATURA_EM_EDUCAO_BILNGUE_DE_SURDOS__Publicar_Site.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Redes Sociais e Mídias Digitais no Ensino/Aprendizagem de Língua,"[""midia"", ""midias"", ""midias digitais"", ""redes sociais""]",8,92,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Áudio-Visuais,"[""midia"", ""midias""]",8,104,Ministério da Educação Universidade Federal do Recôncavo da ...,https://www2.ufrb.edu.br/letras/images/Documentos_Regulatórios_do_Curso/projeto-pedagógico-do-curso-de-licenciatura-em-letraslibras-língua-estrangeira.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Libras e Tecnologia Assistiva Digital 3º,"[""digital"", ""tecnologia""]",6,58,PROJETO PEDAGÓGICO DE CURSO DE LICENCIATURA EM,https://ufrb.edu.br/parforequidade/images/arquivos/editais/educacao-bilingue-de-surdos/PPC_ENVIAR__DE_CURSO_DE_LICENCIATURA_EM_EDUCAO_BILNGUE_DE_SURDOS__Publicar_Site.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Natureza: Obrigatória,"[""corpora""]",6,110,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Rubrica,"[""tecnologia""]",6,96,Ministério da Educação Universidade Federal do Recôncavo da ...,https://www2.ufrb.edu.br/letras/images/Documentos_Regulatórios_do_Curso/projeto-pedagógico-do-curso-de-licenciatura-em-letraslibras-língua-estrangeira.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Tecnologias e Educação  4h Obrigatória Nenhum,"[""tecnologia"", ""tecnologias""]",6,71,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Tecnologias e Educação ( T),"[""tecnologia"", ""tecnologias""]",6,37,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Tecnologias no Ensino de Línguas,"[""tecnologia"", ""tecnologias""]",6,91,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Educação à Distância e Novas,"[""educacao a distancia""]",5,91,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Análise de Discurso e Mídia,"[""midia""]",4,232,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Cruz das Almas Ciências Exatas e Tecnológicas CETEC,"[""tecnologica"", ""tecnologicas""]",4,5,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Educação à Distância,"[""educacao a distancia""]",4,224,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Informática na Educação,"[""informatica""]",4,220,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,"Santo Amaro Cultura, Linguagens e Tecnologias","[""tecnologia"", ""tecnologias""]",4,5,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,T P EAD Total,"[""ead""]",4,59,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRB,Universidade Federal do Recôncavo da Bahia,BA,federal,Tecnologias e Educação,"[""tecnologia"", ""tecnologias""]",4,41,Projeto Pedagógico do Curso de Licenciatura em Letras,https://www1.ufrb.edu.br/prograd/images/PPC_-_NUGAAC/CFP/Letras/Letras_Licenciatura_em.pdf
UFRGS,Universidade Federal do Rio Grande do Sul,RS,federal,Literaturas Estrangeiras Modernas e as Mídias – 04 créditos,"[""midia"", ""midias""]",9,1,ESTRUTURA CURRICULAR – PPG Letras | UFRGS,https://www.ufrgs.br/ppgletras/estrutura-curricular/
UFRGS,Universidade Federal do Rio Grande do Sul,RS,federal,LITERATURAS ESTRANGEIRAS MODERNAS E AS MÍDIAS,"[""midia"", ""midias""]",6,1,ESTRUTURA CURRICULAR – PPG Letras | UFRGS,https://www.ufrgs.br/ppgletras/estrutura-curricular/
UFRGS,Universidade Federal do Rio Grande do Sul,RS,federal,INGLÊS INSTRUMENTAL EAD Eletiva,"[""ead""]",5,131,Projeto Pedagógico do Curso de Bacharelado em Letras,https://www1.ufrgs.br/PortalEnsino/GraduacaoCurriculos/plone.php?r=projeto&curso=334&habilitacao=47&curriculo=148
UFRGS,Universidade Federal do Rio Grande do Sul,RS,federal,INTRODUÇÃO À EDUCAÇÃO A DISTÂNCIA Eletiva,"[""educacao a distancia""]",5,190,Projeto Pedagógico do Curso de Bacharelado em Letras,https://www1.ufrgs.br/PortalEnsino/GraduacaoCurriculos/plone.php?r=projeto&curso=334&habilitacao=47&curriculo=148
UFRGS,Universidade Federal do Rio Grande do Sul,RS,federal,INTRODUÇÃO À INFORMÁTICA Eletiva,"[""informatica""]",5,131,Projeto Pedagógico do Curso de Bacharelado em Letras,https://www1.ufrgs.br/PortalEnsino/GraduacaoCurriculos/plone.php?r=projeto&curso=334&habilitacao=47&curriculo=148
UFRGS,Universidade Federal do Rio Grande do Sul,RS,federal,Introdução à Educação a Distância,"[""educacao a distancia""]",4,29,Projeto Pedagógico do Curso de Bacharelado em Letras,https://www1.ufrgs.br/PortalEnsino/GraduacaoCurriculos/plone.php?r=projeto&curso=334&habilitacao=47&curriculo=148
UFRGS,Universidade Federal do Rio Grande do Sul,RS,federal,Introdução à Informática INF,"[""informatica""]",4,18,Projeto Pedagógico do Curso de Bacharelado em Letras,https://www1.ufrgs.br/PortalEnsino/GraduacaoCurriculos/plone.php?r=projeto&curso=334&habilitacao=47&curriculo=148
UFRGS,Universidade Federal do Rio Grande do Sul,RS,federal,Localize-se virtualmente!,"[""virtual""]",4,3,Licenciatura - UFRGS (anexo),https://www.ufrgs.br/letras/wp-content/uploads/2026/02/Manual-do-Calouro-2026.pdf
UFRGS,Universidade Federal do Rio Grande do Sul,RS,federal,Moodle,"[""moodle""]",4,3,Licenciatura - UFRGS (anexo),https://www.ufrgs.br/letras/wp-content/uploads/2026/02/Manual-do-Calouro-2026.pdf
UFRJ,Universidade Federal do Rio de Janeiro,RJ,federal,Libras,"[""audiovisual"", ""computador"", ""internet"", ""redes sociais""]",12,6,Ementário - Programa de Pós-Graduação em Ciência da ... (anexo),https://posciencialit.letras.ufrj.br/wp-content/uploads/2024/02/Ementas-2024.1_Final_16_02.pdf
UFRJ,Universidade Federal do Rio de Janeiro,RJ,federal,"TÍTULO DO CURSO: Escrita acadêmica: afetos, procedimentos, ofício","[""corpora"", ""corpus""]",8,25,Ementário - Programa de Pós-Graduação em Ciência da ... (anexo),https://posciencialit.letras.ufrj.br/wp-content/uploads/2024/02/Ementas-2024.1_Final_16_02.pdf
UFRJ,Universidade Federal do Rio de Janeiro,RJ,federal,Literários Neolatinos,"[""corpus""]",6,23,Ementário - Programa de Pós-Graduação em Ciência da ... (anexo),https://posciencialit.letras.ufrj.br/wp-content/uploads/2024/02/Ementas-2024.1_Final_16_02.pdf
UFRJ,Universidade Federal do Rio de Janeiro,RJ,federal,TÍTULO DO CURSO: OS TRABALHOS DELAS,"[""corpus""]",6,5,Ementário - Programa de Pós-Graduação em Ciência da ... (anexo),https://posciencialit.letras.ufrj.br/wp-content/uploads/2024/02/Ementas-2024.1_Final_16_02.pdf
UFRPE,Universidade Federal Rural de Pernambuco,PE,federal,Licenciatura em Letras (EAD),"[""ead""]",4,1,Licenciatura em Letras (EAD) | Universidade Federal Rural de ...,https://antigo.ufrpe.br/br/content/licenciatura-em-letras-ead
UFRR,Universidade Federal de Roraima,RR,federal,Revisão de Textos,"[""digital"", ""informatica"", ""tecnologia"", ""tecnologias""]",12,43,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasportugues/wp-content/uploads/sites/30/2023/07/PPC-Letras-Portugues-2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,Didática Geral,"[""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",10,40,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasfrances/wp-content/uploads/sites/32/2023/07/PPC-Letras-Frances_2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,Ensino de Língua Estrangeira,"[""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",10,40,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasfrances/wp-content/uploads/sites/32/2023/07/PPC-Letras-Frances_2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,LIBRAS e Educação,"[""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",10,40,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasfrances/wp-content/uploads/sites/32/2023/07/PPC-Letras-Frances_2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,Novas Tecnologias e Ensino de Línguas,"[""digital"", ""tecnologia"", ""tecnologias""]",10,43,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasportugues/wp-content/uploads/sites/30/2023/07/PPC-Letras-Portugues-2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,OBJETIVOS,"[""digital"", ""tecnologia"", ""tecnologias""]",10,184,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasportugues/wp-content/uploads/sites/30/2023/07/PPC-Letras-Portugues-2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,Tópicos sobre identidade na literatura franco-antilhana,"[""digital"", ""tecnologia"", ""tecnologias""]",10,42,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasfrances/wp-content/uploads/sites/32/2023/07/PPC-Letras-Frances_2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,Estudo do ensino-aprendizagem de línguas mediado pelas tecnologias da comunicação digital,"[""digital"", ""tecnologia"", ""tecnologias""]",8,184,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasportugues/wp-content/uploads/sites/30/2023/07/PPC-Letras-Portugues-2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,Novas Tecnologias e Ensino de Línguas 60 0 60 LLV034 Tópicos Especiais em Linguística,"[""tecnologia"", ""tecnologias""]",7,273,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasportugues/wp-content/uploads/sites/30/2023/07/PPC-Letras-Portugues-2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,Novas Tecnologias e Ensino de Línguas e Literaturas,"[""tecnologia"", ""tecnologias""]",7,2,MINISTÉRIO DA EDUCAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA CENTRO ...,https://ufrr.br/letrasportugues/wp-content/uploads/sites/30/2024/09/Estrutura-curricular-do-Curso-de-Letras-Portugues-2023.pdf
UFRR,Universidade Federal de Roraima,RR,federal,BJETIVOS,"[""informatica""]",6,154,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasfrances/wp-content/uploads/sites/32/2023/07/PPC-Letras-Frances_2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,"Discutir a relação autor, obra e leitor","[""midia""]",6,110,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasfrances/wp-content/uploads/sites/32/2023/07/PPC-Letras-Frances_2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,Identificar os procedimentos teórico-metodológicos em análises discursivas,"[""corpora""]",6,175,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasportugues/wp-content/uploads/sites/30/2023/07/PPC-Letras-Portugues-2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,Tópicos em Pragmática,"[""informatica""]",6,42,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasfrances/wp-content/uploads/sites/32/2023/07/PPC-Letras-Frances_2018.pdf
UFRR,Universidade Federal de Roraima,RR,federal,Tradicional; Tipos e estratégias de revisão textual; ferramentas bibliográficas e informáticas,"[""informatica""]",4,154,ÁREA: LETRAS - UFRR,https://ufrr.br/letrasfrances/wp-content/uploads/sites/32/2023/07/PPC-Letras-Frances_2018.pdf
UFRRJ,Universidade Federal Rural do Rio de Janeiro,RJ,federal,OBJETIVO DA DISCIPLINA,"[""cibercultura"", ""hipermidia"", ""hipertexto"", ""internet"", ""midia"", ""midias"", ""midias sociais"", ""redes sociais""]",20,204,PROJETO PEDAGÓGICO - Federal Rural University of Rio de Janeiro,https://cursos.ufrrj.br/grad/letras/files/2023/12/PPC-aprovado-em-2023-.pdf
UFRRJ,Universidade Federal Rural do Rio de Janeiro,RJ,federal,Elaborar material didático para o ensino dos gêneros textuais,"[""digital"", ""letramento digital"", ""midia"", ""midias"", ""multimodal"", ""multimodalidade""]",16,190,PROJETO PEDAGÓGICO - Federal Rural University of Rio de Janeiro,https://cursos.ufrrj.br/grad/letras/files/2023/12/PPC-aprovado-em-2023-.pdf
UFRRJ,Universidade Federal Rural do Rio de Janeiro,RJ,federal,OBJETIVOS DA DISCIPLINA,"[""midia"", ""midias"", ""tecnologia"", ""tecnologias""]",12,136,PROJETO PEDAGÓGICO - Federal Rural University of Rio de Janeiro,https://cursos.ufrrj.br/grad/letras/files/2023/12/PPC-aprovado-em-2023-.pdf
UFRRJ,Universidade Federal Rural do Rio de Janeiro,RJ,federal,INSTITUTO DE CIÊNCIAS HUMANAS E SOCIAIS,"[""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",10,175,PROJETO PEDAGÓGICO - Federal Rural University of Rio de Janeiro,https://cursos.ufrrj.br/grad/letras/files/2023/12/PPC-aprovado-em-2023-.pdf
UFRRJ,Universidade Federal Rural do Rio de Janeiro,RJ,federal,Teoria e Prática do Texto THXX- Multiletramentos e ensino,"[""multiletramento"", ""multiletramentos""]",7,45,PROJETO PEDAGÓGICO - Federal Rural University of Rio de Janeiro,https://cursos.ufrrj.br/grad/letras/files/2023/12/PPC-aprovado-em-2023-.pdf
UFRRJ,Universidade Federal Rural do Rio de Janeiro,RJ,federal,MULTILETRAMENTOS E ENSINO,"[""multiletramento"", ""multiletramentos""]",6,89,PROJETO PEDAGÓGICO - Federal Rural University of Rio de Janeiro,https://cursos.ufrrj.br/grad/letras/files/2023/12/PPC-aprovado-em-2023-.pdf
UFRRJ,Universidade Federal Rural do Rio de Janeiro,RJ,federal,THXX - Multiletramentos e ensino,"[""multiletramento"", ""multiletramentos""]",6,39,PROJETO PEDAGÓGICO - Federal Rural University of Rio de Janeiro,https://cursos.ufrrj.br/grad/letras/files/2023/12/PPC-aprovado-em-2023-.pdf
UFRRJ,Universidade Federal Rural do Rio de Janeiro,RJ,federal,LINGUÍSTICA E INTERNET,"[""internet""]",4,204,PROJETO PEDAGÓGICO - Federal Rural University of Rio de Janeiro,https://cursos.ufrrj.br/grad/letras/files/2023/12/PPC-aprovado-em-2023-.pdf
UFS,Universidade Federal de Sergipe,SE,federal,Espanhol Instrumental,"[""ead"", ""educacao a distancia"", ""tecnologia"", ""tecnologias"", ""tecnologias da informacao e comunicacao"", ""tic""]",19,18,0622012 Letras Português - Projeto,https://cech.ufs.br/uploads/page_attach/path/21870/Resolu__o_62.2012_PPC_Letras_Vern_culas.pdf
UFS,Universidade Federal de Sergipe,SE,federal,Educação e Tecnologias da Informação e Comunicação,"[""ead"", ""educacao a distancia"", ""tecnologia"", ""tecnologias"", ""tic""]",17,18,0622012 Letras Português - Projeto,https://cech.ufs.br/uploads/page_attach/path/21870/Resolu__o_62.2012_PPC_Letras_Vern_culas.pdf
UFS,Universidade Federal de Sergipe,SE,federal,Princípios da Educação a Distância,"[""ead""]",9,18,0622012 Letras Português - Projeto,https://cech.ufs.br/uploads/page_attach/path/21870/Resolu__o_62.2012_PPC_Letras_Vern_culas.pdf
UFS,Universidade Federal de Sergipe,SE,federal,Princípios da Educação a Distância 04 60 3.01.0,"[""educacao a distancia""]",5,11,0622012 Letras Português - Projeto,https://cech.ufs.br/uploads/page_attach/path/21870/Resolu__o_62.2012_PPC_Letras_Vern_culas.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Carga horária total,"[""cibercultura"", ""cultura digital"", ""digital"", ""hipermidia"", ""hipertexto"", ""midia"", ""midias"", ""multiletramento"", ""multiletramentos""]",24,164,LI em Linguagens e suas tecnologias - IHAC CSC (anexo),https://www.ufsb.edu.br/ihac-csc/images/Portarias/2024/PPC_LILT_CSC_2023.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Carga horária,"[""digital"", ""educacao a distancia"", ""letramento digital"", ""midia"", ""midias"", ""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",20,81,LI em Linguagens e suas tecnologias - IHAC CSC (anexo),https://www.ufsb.edu.br/ihac-csc/images/Portarias/2024/PPC_LILT_CSC_2023.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Carga horária total:  Modalidade: Componente curricular Natureza,"[""cibercultura"", ""digital"", ""letramentos digitais"", ""tecnologia"", ""tecnologias"", ""tecnologias digitais""]",18,72,Licenciatura Interdisciplinar em Linguagens e suas ... - UFSB (anexo),https://ufsb.edu.br/images/1º_ciclo/LIs/CJA/Linguagens/PPC-LI-Linguagens_FINAL.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Letramento digital e formação de professores,"[""digital"", ""letramento digital""]",9,177,LI em Linguagens e suas tecnologias - IHAC CSC (anexo),https://www.ufsb.edu.br/ihac-csc/images/Portarias/2024/PPC_LILT_CSC_2023.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Mídias digitais e literatura,"[""midia"", ""midias"", ""midias digitais""]",9,60,LI em Linguagens e suas tecnologias - IHAC CSC (anexo),https://www.ufsb.edu.br/ihac-csc/images/Portarias/2024/PPC_LILT_CSC_2023.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Carga horária total:  Modalidade: Componente curricular Natureza: Optativo,"[""midia""]",8,63,Microsoft Word - PPC-LI-Linguagens-2016 - revisado.docx - UFSB,https://ufsb.edu.br/ihac/images/arquivos/PPC/PPC_LI_Linguagens_2016_revisado.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,"Educação, comunicação e mídias","[""midia"", ""midias""]",8,44,LI em Linguagens e suas tecnologias - IHAC CSC (anexo),https://www.ufsb.edu.br/ihac-csc/images/Portarias/2024/PPC_LILT_CSC_2023.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Carga horária total: 0h Modalidade: Componente curricular Natureza: Obrigatorio,"[""corpora""]",6,52,Microsoft Word - PPC-LI-Linguagens-2016 - revisado.docx - UFSB,https://ufsb.edu.br/ihac/images/arquivos/PPC/PPC_LI_Linguagens_2016_revisado.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Curso: Licenciatura Interdisciplinar em Linguagens e suas Tecnologias - LILT,"[""tecnologia"", ""tecnologias""]",6,8,LI em Linguagens e suas tecnologias - IHAC CSC (anexo),https://www.ufsb.edu.br/ihac-csc/images/Portarias/2024/PPC_LILT_CSC_2023.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Discurso e mídia,"[""midia""]",6,45,LI em Linguagens e suas tecnologias - IHAC CSC (anexo),https://www.ufsb.edu.br/ihac-csc/images/Portarias/2024/PPC_LILT_CSC_2023.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,E SUAS TECNOLOGIAS,"[""tecnologia"", ""tecnologias""]",6,1,Microsoft Word - PPC-LI-Linguagens-2016 - revisado.docx - UFSB,https://ufsb.edu.br/ihac/images/arquivos/PPC/PPC_LI_Linguagens_2016_revisado.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,"Educação, comunicação e mídias  Optativo Conhecimento","[""midia"", ""midias""]",6,26,Microsoft Word - PPC-LI-Linguagens-2016 - revisado.docx - UFSB,https://ufsb.edu.br/ihac/images/arquivos/PPC/PPC_LI_Linguagens_2016_revisado.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,LI em Linguagens e suas Tecnologias Carga horária,"[""tecnologia"", ""tecnologias""]",6,21,Microsoft Word - PPC-LI-Linguagens-2016 - revisado.docx - UFSB,https://ufsb.edu.br/ihac/images/arquivos/PPC/PPC_LI_Linguagens_2016_revisado.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,LI em Linguagens e suas tecnologias,"[""tecnologia"", ""tecnologias""]",6,1,LI em Linguagens e suas tecnologias - IHAC CSC,https://www.ufsb.edu.br/ihac-csc/graduacao/licenciatura-interdisciplinar-em-linguagens-e-suas-tecnologias
UFSB,Universidade Federal do Sul da Bahia,BA,federal,LI em Linguagens e suas tecnologias Carga,"[""tecnologia"", ""tecnologias""]",6,56,LI em Linguagens e suas tecnologias - IHAC CSC (anexo),https://www.ufsb.edu.br/ihac-csc/images/Portarias/2024/PPC_LILT_CSC_2023.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,LICENCIATURA INTERDISCIPLINAR EM LINGUAGENS E SUAS TECNOLOGIAS,"[""tecnologia"", ""tecnologias""]",6,1,LI em Linguagens e suas tecnologias - IHAC CSC (anexo),https://www.ufsb.edu.br/ihac-csc/images/Portarias/2024/PPC_LILT_CSC_2023.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Laboratório Interdisciplinar em Linguagens: multiletramentos e hipertextualidade,"[""multiletramento"", ""multiletramentos""]",6,1,Licenciatura Interdisciplinar em Linguagens e suas ... - UFSB,https://ufsb.edu.br/ensino/graduacao?view=article&id=1959:licenciatura-interdisciplinar-em-linguagens-e-suas-tecnologias-cja&catid=2
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Letramento digital e formação de professores  Optativo Conhecimento,"[""digital"", ""letramento digital""]",6,26,Microsoft Word - PPC-LI-Linguagens-2016 - revisado.docx - UFSB,https://ufsb.edu.br/ihac/images/arquivos/PPC/PPC_LI_Linguagens_2016_revisado.pdf
UFSB,Universidade Federal do Sul da Bahia,BA,federal,Licenciatura Interdisciplinar em Linguagens e suas tecnologias - CJA,"[""tecnologia"", ""tecnologias""]",6,1,Licenciatura Interdisciplinar em Linguagens e suas ... - UFSB,https://ufsb.edu.br/ensino/graduacao?view=article&id=1959:licenciatura-interdisciplinar-em-linguagens-e-suas-tecnologias-cja&catid=2
